Caller	Callee
org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)
org.apache.commons.codec.binary.BinaryCodec.toAsciiString(byte[])	org.apache.commons.codec.binary.BinaryCodec.toAsciiChars(byte[])
org.apache.commons.codec.binary.Base64TestData.randomData(int,boolean)	org.apache.commons.codec.binary.Base64.encodeBase64(byte[])
org.apache.commons.codec.digest.DigestUtilsTest.testSha512()	org.apache.commons.codec.digest.DigestUtils.sha512Hex(String)
org.apache.commons.codec.net.URLCodecTest.testEncodeObjects()	org.apache.commons.codec.net.URLCodec.encode(Object)
org.apache.commons.codec.binary.BinaryCodecTest.testToByteArrayFromString()	org.apache.commons.codec.binary.BinaryCodec.toByteArray(String)
org.apache.commons.codec.language.RefinedSoundex.encode(Object)	org.apache.commons.codec.language.RefinedSoundex.soundex(String)
org.apache.commons.codec.language.DoubleMetaphone.handleW(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char)
org.apache.commons.codec.language.DoubleMetaphone.conditionM0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)
org.apache.commons.codec.net.BCodecTest.testBasicEncodeDecode()	org.apache.commons.codec.net.BCodec.decode(String)
org.apache.commons.codec.net.URLCodecTest.testEncodeUrlWithNullBitSet()	org.apache.commons.codec.net.URLCodec.encodeUrl(BitSet,byte[])
org.apache.commons.codec.net.QuotedPrintableCodec.encode(String)	org.apache.commons.codec.net.QuotedPrintableCodec.getDefaultCharset()
org.apache.commons.codec.binary.StringUtils.newString(byte[],String)	org.apache.commons.codec.binary.StringUtils.newIllegalStateException(String,UnsupportedEncodingException)
org.apache.commons.codec.language.DoubleMetaphone.handleW(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(String)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(String)
org.apache.commons.codec.binary.Base64.encodeInteger(BigInteger)	org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean)
org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.handleCC(String,DoubleMetaphoneResult,int)
org.apache.commons.codec.net.URLCodecTest.testInvalidEncoding()	org.apache.commons.codec.net.URLCodec.encode(String)
org.apache.commons.codec.StringEncoderAbstractTest.testEncodeEmpty()	org.apache.commons.codec.StringEncoderAbstractTest.makeEncoder()
org.apache.commons.codec.binary.Base64.encodeBase64URLSafe(byte[])	org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean,boolean)
org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[])	org.apache.commons.codec.binary.BinaryCodec.isEmpty(byte[])
org.apache.commons.codec.digest.DigestUtils.sha384Hex(byte[])	org.apache.commons.codec.digest.DigestUtils.sha384(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleS(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(char)
org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)
org.apache.commons.codec.net.URLCodecTest.testEncodeObjects()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.binary.Base64Test.testChunkedEncodeMultipleOf76()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.binary.BinaryCodecTest.assertDecodeObject(byte[],String)	org.apache.commons.codec.binary.BinaryCodec.decode(byte[])
org.apache.commons.codec.binary.Base64.encode(byte[])	org.apache.commons.codec.binary.Base64.readResults(byte[],int,int)
org.apache.commons.codec.language.DoubleMetaphone.handleX(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char)
org.apache.commons.codec.binary.Base64Test.testUUID()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(String)	org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,String)
org.apache.commons.codec.binary.Base64Test.testChunkedEncodeMultipleOf76()	org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean)
org.apache.commons.codec.net.RFC1522Codec.decodeText(String)	org.apache.commons.codec.binary.StringUtils.getBytesUsAscii(String)
org.apache.commons.codec.digest.DigestUtils.sha(InputStream)	org.apache.commons.codec.digest.DigestUtils.digest(MessageDigest,InputStream)
org.apache.commons.codec.net.URLCodec.decode(String,String)	org.apache.commons.codec.binary.StringUtils.getBytesUsAscii(String)
org.apache.commons.codec.binary.Base64Test.testCodeInteger4()	org.apache.commons.codec.binary.Base64.decodeInteger(byte[])
org.apache.commons.codec.net.QCodec.encode(Object)	org.apache.commons.codec.net.QCodec.encode(String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testUTF8RoundTrip()	org.apache.commons.codec.net.QuotedPrintableCodecTest.constructString(int[])
org.apache.commons.codec.net.URLCodecTest.testEncodeDecodeNull()	org.apache.commons.codec.net.URLCodec.decode(String)
org.apache.commons.codec.net.URLCodecTest.testDecodeInvalid()	org.apache.commons.codec.net.URLCodec.decode(String)
org.apache.commons.codec.binary.Base64Test.testObjectEncodeWithInvalidParameter()	org.apache.commons.codec.binary.Base64.encode(Object)
org.apache.commons.codec.net.BCodecTest.testEncodeDecodeNull()	org.apache.commons.codec.net.BCodec.encode(String)
org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testUTF8RoundTrip()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,String)
org.apache.commons.codec.net.RFC1522Codec.decodeText(String)	org.apache.commons.codec.net.RFC1522Codec.getEncoding()
org.apache.commons.codec.binary.HexTest.testEncodeZeroes()	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.binary.Base64Test.testSingletonsChunked()	org.apache.commons.codec.binary.Base64.encodeBase64Chunked(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleW(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.isVowel(char)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(char)
org.apache.commons.codec.net.BCodecTest.testEncodeDecodeNull()	org.apache.commons.codec.net.BCodec.decode(String)
org.apache.commons.codec.net.URLCodec.encode(byte[])	org.apache.commons.codec.net.URLCodec.encodeUrl(BitSet,byte[])
org.apache.commons.codec.net.QCodecTest.testNullInput()	org.apache.commons.codec.net.QCodec.doDecoding(byte[])
org.apache.commons.codec.binary.Base64Test.testDecodePadOnlyChunked()	org.apache.commons.codec.binary.Base64.decodeBase64(byte[])
org.apache.commons.codec.net.URLCodecTest.testInvalidEncoding()	org.apache.commons.codec.net.URLCodec.decode(String)
org.apache.commons.codec.binary.Base64Test.testEncodeDecodeRandom()	org.apache.commons.codec.binary.Base64.encodeBase64(byte[])
org.apache.commons.codec.net.URLCodecTest.testDecodeInvalidContent()	org.apache.commons.codec.net.URLCodecTest.constructString(int[])
org.apache.commons.codec.language.Metaphone.metaphone(String)	org.apache.commons.codec.language.Metaphone.regionMatch(StringBuffer,int,String)
org.apache.commons.codec.binary.Base64Test.testCodeInteger3()	org.apache.commons.codec.binary.Base64.decodeInteger(byte[])
org.apache.commons.codec.binary.Base64Test.testNonBase64Test()	org.apache.commons.codec.binary.Base64.decode(byte[])
org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)	org.apache.commons.codec.net.RFC1522Codec.getEncoding()
org.apache.commons.codec.language.DoubleMetaphone.handleZ(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(char)
org.apache.commons.codec.language.Soundex.encode(Object)	org.apache.commons.codec.language.Soundex.soundex(String)
org.apache.commons.codec.binary.Base64Test.testDiscardWhitespace()	org.apache.commons.codec.binary.Base64.encodeBase64(byte[])
org.apache.commons.codec.net.RFC1522CodecTest.testDecodeInvalid()	org.apache.commons.codec.net.RFC1522CodecTest.assertExpectedDecoderException(String)
org.apache.commons.codec.binary.Base64Test.testDecodePadOnly()	org.apache.commons.codec.binary.Base64.decodeBase64(byte[])
org.apache.commons.codec.digest.DigestUtils.sha384Hex(String)	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.binary.Hex.decode(Object)	org.apache.commons.codec.binary.Hex.decodeHex(char[])
org.apache.commons.codec.language.DoubleMetaphone.handleX(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String)
org.apache.commons.codec.language.Metaphone.metaphone(String)	org.apache.commons.codec.language.Metaphone.getMaxCodeLen()
org.apache.commons.codec.net.QuotedPrintableCodecTest.testUnsafeEncodeDecode()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testDecodeInvalid()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)
org.apache.commons.codec.binary.Base64InputStream.read()	org.apache.commons.codec.binary.Base64InputStream.read(byte[],int,int)
org.apache.commons.codec.binary.Base64Test.testEncodeDecodeRandom()	org.apache.commons.codec.binary.Base64.isArrayByteBase64(byte[])
org.apache.commons.codec.net.BCodecTest.testBasicEncodeDecode()	org.apache.commons.codec.net.BCodec.encode(String)
org.apache.commons.codec.binary.BinaryCodecTest.testDecodeObject()	org.apache.commons.codec.binary.BinaryCodecTest.assertDecodeObject(byte[],String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testDecodeWithNullArray()	org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable(byte[])
org.apache.commons.codec.binary.HexTest.testHelloWorldLowerCaseHex()	org.apache.commons.codec.binary.Hex.encodeHex(byte[],boolean)
org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)	org.apache.commons.codec.net.URLCodec.getDefaultCharset()
org.apache.commons.codec.binary.StringUtils.newStringUtf8(byte[])	org.apache.commons.codec.binary.StringUtils.newString(byte[],String)
org.apache.commons.codec.language.DoubleMetaphone.conditionCH1(String,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String)
org.apache.commons.codec.binary.HexTest.testDecodeBadCharacterPos0()	org.apache.commons.codec.binary.Hex.decode(Object)
org.apache.commons.codec.binary.StringUtilsTest.testNewStringUsAscii()	org.apache.commons.codec.binary.StringUtils.newStringUsAscii(byte[])
org.apache.commons.codec.language.Caverphone.isCaverphoneEqual(String,String)	org.apache.commons.codec.language.Caverphone.caverphone(String)
org.apache.commons.codec.binary.Base64Test.testEncodeDecodeSmall()	org.apache.commons.codec.binary.Base64Test.getRandom()
org.apache.commons.codec.net.URLCodecTest.testDecodeObjects()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.language.Soundex.difference(String,String)	org.apache.commons.codec.language.SoundexUtils.difference(StringEncoder,String,String)
org.apache.commons.codec.binary.Base64InputStreamTest.testReadOutOfBounds()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.net.URLCodecTest.testDecodeWithNullArray()	org.apache.commons.codec.net.URLCodec.decodeUrl(byte[])
org.apache.commons.codec.binary.StringUtils.newStringUtf16Le(byte[])	org.apache.commons.codec.binary.StringUtils.newString(byte[],String)
org.apache.commons.codec.binary.Base64InputStream.read(byte[],int,int)	org.apache.commons.codec.binary.Base64.decode(byte[],int,int)
org.apache.commons.codec.binary.Base64Test.testConstructor_Int_ByteArray_Boolean()	org.apache.commons.codec.binary.Base64.encode(byte[])
org.apache.commons.codec.binary.Base64.decodeInteger(byte[])	org.apache.commons.codec.binary.Base64.decodeBase64(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String,String,String,String,String)
org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean,boolean,int)	org.apache.commons.codec.binary.Base64.getEncodeLength(byte[],int,byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleS(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int)
org.apache.commons.codec.digest.DigestUtils.sha384Hex(InputStream)	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.net.URLCodecTest.testUTF8RoundTrip()	org.apache.commons.codec.net.URLCodecTest.constructString(int[])
org.apache.commons.codec.language.DoubleMetaphone.encode(Object)	org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String)
org.apache.commons.codec.binary.Base64InputStreamTest.testRead0()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.language.SoundexTest.testMaxLength()	org.apache.commons.codec.language.Soundex.getMaxLength()
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.getMaxCodeLen()
org.apache.commons.codec.binary.HexTest.testEncodeEmpty()	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.net.URLCodecTest.testEncodeNull()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.digest.DigestUtils.md5(InputStream)	org.apache.commons.codec.digest.DigestUtils.getMd5Digest()
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.handleH(String,DoubleMetaphoneResult,int)
org.apache.commons.codec.language.DoubleMetaphone.handleCH(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.conditionCH0(String,int)
org.apache.commons.codec.binary.Base64Test.testCodec68()	org.apache.commons.codec.binary.Base64.decodeBase64(byte[])
org.apache.commons.codec.digest.DigestUtils.md5Hex(InputStream)	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.handleG(String,DoubleMetaphoneResult,int,boolean)
org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable(byte[])	org.apache.commons.codec.net.Utils.digit16(byte)
org.apache.commons.codec.binary.StringUtilsTest.testNewStringUtf16()	org.apache.commons.codec.binary.StringUtils.newStringUtf16(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String)
org.apache.commons.codec.digest.DigestUtils.sha256Hex(String)	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.language.Soundex.map(char)	org.apache.commons.codec.language.Soundex.getSoundexMapping()
org.apache.commons.codec.net.URLCodecTest.testDecodeObjects()	org.apache.commons.codec.net.URLCodec.decode(Object)
org.apache.commons.codec.language.DoubleMetaphone.conditionCH0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String)
org.apache.commons.codec.net.URLCodecTest.testEncodeUrlWithNullBitSet()	org.apache.commons.codec.net.URLCodec.decode(String)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(String,String)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(String)
org.apache.commons.codec.net.URLCodec.encode(String)	org.apache.commons.codec.net.URLCodec.encode(String,String)
org.apache.commons.codec.binary.Base64InputStreamTest.testReadNull()	org.apache.commons.codec.binary.Base64InputStream.read(byte[],int,int)
org.apache.commons.codec.binary.Base64InputStreamTest.testRead0()	org.apache.commons.codec.binary.Base64InputStream.read(byte[],int,int)
org.apache.commons.codec.binary.StringUtilsTest.testGetBytesIso8859_1()	org.apache.commons.codec.binary.StringUtilsTest.testGetSupportedBytes(String)
org.apache.commons.codec.net.BCodecTest.testUTF8RoundTrip()	org.apache.commons.codec.net.BCodecTest.constructString(int[])
org.apache.commons.codec.binary.Base64InputStreamTest.testMarkSupported()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.binary.StringUtilsTest.testGetBytesUtf16Be()	org.apache.commons.codec.binary.StringUtilsTest.testGetSupportedBytes(String)
org.apache.commons.codec.digest.DigestUtils.sha256Hex(String)	org.apache.commons.codec.digest.DigestUtils.sha256(String)
org.apache.commons.codec.language.DoubleMetaphone.conditionL0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String)
org.apache.commons.codec.net.QCodecTest.testLetUsMakeCloverHappy()	org.apache.commons.codec.net.QCodec.setEncodeBlanks(boolean)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testEncodeUrlWithNullBitSet()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)
org.apache.commons.codec.binary.BinaryCodecTest.testToAsciiChars()	org.apache.commons.codec.binary.BinaryCodec.toAsciiChars(byte[])
org.apache.commons.codec.net.URLCodecTest.testBasicEncodeDecode()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.binary.Base64InputStreamTest.testReadOutOfBounds()	org.apache.commons.codec.binary.Base64InputStream.read(byte[],int,int)
org.apache.commons.codec.net.URLCodec.encode(String)	org.apache.commons.codec.net.URLCodec.getDefaultCharset()
org.apache.commons.codec.net.URLCodec.encode(Object)	org.apache.commons.codec.net.URLCodec.encode(String)
org.apache.commons.codec.net.RFC1522CodecTest.testNullInput()	org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)
org.apache.commons.codec.binary.Base64.encodeBase64(byte[])	org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean)
org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)
org.apache.commons.codec.digest.DigestUtils.getSha512Digest()	org.apache.commons.codec.digest.DigestUtils.getDigest(String)
org.apache.commons.codec.digest.DigestUtilsTest.testMd5Hex()	org.apache.commons.codec.digest.DigestUtils.md5Hex(String)
org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String,String)
org.apache.commons.codec.digest.DigestUtils.sha256(byte[])	org.apache.commons.codec.digest.DigestUtils.getSha256Digest()
org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)	org.apache.commons.codec.binary.StringUtils.newStringUsAscii(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleG(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String)
org.apache.commons.codec.binary.Base64OutputStreamTest.testBase64OutputStreamByteByByte()	org.apache.commons.codec.binary.Base64TestData.randomData(int,boolean)
org.apache.commons.codec.binary.Base64Test.testIsUrlSafe()	org.apache.commons.codec.binary.Base64.isArrayByteBase64(byte[])
org.apache.commons.codec.net.QCodecTest.testInvalidEncoding()	org.apache.commons.codec.net.QCodec.encode(String)
org.apache.commons.codec.StringEncoderAbstractTest.testLocaleIndependence()	org.apache.commons.codec.StringEncoderAbstractTest.makeEncoder()
org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.isVowel(char)
org.apache.commons.codec.digest.DigestUtils.shaHex(String)	org.apache.commons.codec.digest.DigestUtils.sha(String)
org.apache.commons.codec.binary.Base64Test.testEncodeOverMaxSize()	org.apache.commons.codec.binary.Base64Test.testEncodeOverMaxSize(int)
org.apache.commons.codec.binary.Base64Test.testBase64()	org.apache.commons.codec.binary.Base64.encodeBase64(byte[])
org.apache.commons.codec.language.DoubleMetaphone.handleJ(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)
org.apache.commons.codec.net.QCodecTest.testNullInput()	org.apache.commons.codec.net.QCodec.doEncoding(byte[])
org.apache.commons.codec.net.URLCodecTest.testDefaultEncoding()	org.apache.commons.codec.net.URLCodec.encode(String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testDecodeObjects()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object)
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.handleD(String,DoubleMetaphoneResult,int)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(char)
org.apache.commons.codec.digest.DigestUtils.shaHex(InputStream)	org.apache.commons.codec.digest.DigestUtils.sha(InputStream)
org.apache.commons.codec.net.QCodecTest.testLetUsMakeCloverHappy()	org.apache.commons.codec.net.QCodec.isEncodeBlanks()
org.apache.commons.codec.binary.HexTest.testDecodeClassCastException()	org.apache.commons.codec.binary.Hex.decode(Object)
org.apache.commons.codec.language.SoundexTest.testNewInstance()	org.apache.commons.codec.language.Soundex.soundex(String)
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Object)	org.apache.commons.codec.net.QuotedPrintableCodec.encode(String)
org.apache.commons.codec.binary.StringUtilsTest.testNewStringUtf8()	org.apache.commons.codec.binary.StringUtils.newStringUtf8(byte[])
org.apache.commons.codec.language.Soundex.soundex(String)	org.apache.commons.codec.language.SoundexUtils.clean(String)
org.apache.commons.codec.binary.HexTest.testEncodeDecodeRandom()	org.apache.commons.codec.binary.Hex.encode(Object)
org.apache.commons.codec.digest.DigestUtils.md5Hex(String)	org.apache.commons.codec.binary.Hex.encodeHex(byte[])
org.apache.commons.codec.binary.Base64.decode(byte[],int,int)	org.apache.commons.codec.binary.Base64.resizeBuffer()
org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[])	org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream)
org.apache.commons.codec.binary.HexTest.testDecodeStringOddCharacters()	org.apache.commons.codec.binary.Hex.decode(Object)
org.apache.commons.codec.net.URLCodecTest.testSafeCharEncodeDecode()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)
org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String,String,String,String,String,String)	org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String[])
org.apache.commons.codec.binary.Base64Test.testConstructor_Int_ByteArray_Boolean()	org.apache.commons.codec.binary.StringUtils.newStringUtf8(byte[])
org.apache.commons.codec.binary.Base64.encode(byte[])	org.apache.commons.codec.binary.Base64.setInitialBuffer(byte[],int,int)
