Caller,Callee
org.apache.commons.cli.Parser.updateRequiredOptions(Option)	org.apache.commons.cli.OptionGroup.isRequired()
org.apache.commons.cli.OptionTest.testBuilderMethods()	org.apache.commons.cli.Option.builder(String)
org.apache.commons.cli.ParserTestCase.testLongWithoutEqualSingleDash()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.Option.addValueForProcessing(String)	org.apache.commons.cli.Option.processValue(String)
org.apache.commons.cli.Parser.processOption(String,ListIterator<String>)	org.apache.commons.cli.Parser.processArgs(Option,ListIterator<String>)
org.apache.commons.cli.PosixParser.flatten(Options,String[],boolean)	org.apache.commons.cli.PosixParser.gobble(Iterator<String>)
org.apache.commons.cli.CommandLine.hasOption(String)	org.apache.commons.cli.CommandLine.resolveOption(String)
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)
org.apache.commons.cli.OptionTest.testBuilderInsufficientParams2()	org.apache.commons.cli.Option.Builder.desc(String)
org.apache.commons.cli.ParserTestCase.testPropertyOptionUnexpected()	org.apache.commons.cli.ParserTestCase.parse(CommandLineParser,Options,String[],Properties)
org.apache.commons.cli.ValuesTest.testShortArgs()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testShortWithEqual()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.ParserTestCase.testShortWithEqual()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.PosixParser.burstToken(String,boolean)	org.apache.commons.cli.Options.getOption(String)
org.apache.commons.cli.bug.BugCLI162Test.testPrintHelpLongLines()	org.apache.commons.cli.Options.addOption(String,String,boolean,String)
org.apache.commons.cli.HelpFormatterTest.testPrintHelpWithEmptySyntax()	org.apache.commons.cli.HelpFormatter.printHelp(String,Options)
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.OptionBuilder.withArgName(String)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String,boolean)	org.apache.commons.cli.HelpFormatter.getWidth()
org.apache.commons.cli.ApplicationTest.testLs()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.create()
org.apache.commons.cli.HelpFormatterTest.testPrintRequiredOptionGroupUsage()	org.apache.commons.cli.Option.Builder.build()
org.apache.commons.cli.ParserTestCase.testAmbiguousPartialLongOption3()	org.apache.commons.cli.AmbiguousOptionException.getMatchingOptions()
org.apache.commons.cli.ApplicationTest.testGroovy()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String)	org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String,boolean)
org.apache.commons.cli.ValueTest.testLongOptionalNArgValues()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.HelpFormatterTest.testDefaultArgName()	org.apache.commons.cli.Option.Builder.hasArg()
org.apache.commons.cli.ValuesTest.testCharSeparator()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.bug.BugsTest.test11458()	org.apache.commons.cli.Option.getValue(int)
org.apache.commons.cli.HelpFormatterTest.testHelpWithLongOptSeparator()	org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ValuesTest.testComplexValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.bug.BugsTest.test13666()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.CommandLineTest.testGetOptionProperties()	org.apache.commons.cli.OptionBuilder.hasArgs(int)
org.apache.commons.cli.Parser.processArgs(Option,ListIterator<String>)	org.apache.commons.cli.Parser.getOptions()
org.apache.commons.cli.ParserTestCase.testStopAtExpectedArg()	org.apache.commons.cli.CommandLine.getOptionValue(char)
org.apache.commons.cli.ParserTestCase.testStopAtNonOptionShort()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.Options.addOption(String,String,boolean,String)	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.DefaultParser.getLongPrefix(String)	org.apache.commons.cli.Util.stripLeadingHyphens(String)
org.apache.commons.cli.ParserTestCase.testUnambiguousPartialLongOption2()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.Options.addOptionGroup(OptionGroup)	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.ApplicationTest.testLs()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.HelpFormatterTest.testDefaultArgName()	org.apache.commons.cli.Option.Builder.build()
org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.OptionTest.testBuilderMethods()	org.apache.commons.cli.OptionTest.checkOption(Option,String,String,String,int,String,boolean,boolean,char,Class<?>)
org.apache.commons.cli.DefaultParser.parse(Options,String[],Properties,boolean)	org.apache.commons.cli.OptionGroup.setSelected(Option)
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.setArgName(String)
org.apache.commons.cli.ParserTestCase.testOptionGroup()	org.apache.commons.cli.OptionGroup.getSelected()
org.apache.commons.cli.ParserTestCase.testPropertyOptionSingularValue()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.ParserTestCase.testPropertyOptionMultipleValues()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.PatternOptionBuilderTest.testRequiredOption()	org.apache.commons.cli.MissingOptionException.getMissingOptions()
org.apache.commons.cli.OptionBuilderTest.testIllegalOptions()	org.apache.commons.cli.OptionBuilder.create(String)
org.apache.commons.cli.ParserTestCase.testStopAtUnexpectedArg()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testNegativeOption()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.Parser.parse(Options,String[],Properties,boolean)	org.apache.commons.cli.Option.clearValues()
org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage()	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.bug.BugsTest.test12210()	org.apache.commons.cli.Options.addOptionGroup(OptionGroup)
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.setNewLine(String)
org.apache.commons.cli.HelpFormatter.OptionComparator.compare(Option,Option)	org.apache.commons.cli.Option.getKey()
org.apache.commons.cli.OptionBuilderTest.testCreateIncompleteOption()	org.apache.commons.cli.OptionBuilder.create(String)
org.apache.commons.cli.Options.addOption(Option)	org.apache.commons.cli.Option.isRequired()
org.apache.commons.cli.ApplicationTest.testNLT()	org.apache.commons.cli.OptionBuilder.withValueSeparator()
org.apache.commons.cli.ParserTestCase.testAmbiguousPartialLongOption2()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.ApplicationTest.testMan()	org.apache.commons.cli.Options.addOption(String,String,boolean,String)
org.apache.commons.cli.OptionGroup.toString()	org.apache.commons.cli.Option.getOpt()
org.apache.commons.cli.HelpFormatterTest.testUsageWithLongOptSeparator()	org.apache.commons.cli.Option.builder(String)
org.apache.commons.cli.HelpFormatter.appendOption(StringBuffer,Option,boolean)	org.apache.commons.cli.Option.getLongOpt()
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.getLongOptPrefix()
org.apache.commons.cli.DefaultParser.handleProperties(Properties)	org.apache.commons.cli.Options.getOption(String)
org.apache.commons.cli.OptionTest.checkOption(Option,String,String,String,int,String,boolean,boolean,char,Class<?>)	org.apache.commons.cli.Option.getLongOpt()
org.apache.commons.cli.DefaultParser.isOption(String)	org.apache.commons.cli.DefaultParser.isShortOption(String)
org.apache.commons.cli.HelpFormatterTest.testOptionWithoutShortFormat2()	org.apache.commons.cli.Option.Builder.valueSeparator()
org.apache.commons.cli.ParserTestCase.testOptionAndRequiredOption()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.HelpFormatterTest.testHelpWithLongOptSeparator()	org.apache.commons.cli.Option.Builder.longOpt(String)
org.apache.commons.cli.HelpFormatterTest.testOptionWithoutShortFormat()	org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String,boolean)
org.apache.commons.cli.OptionTest.testSubclass()	org.apache.commons.cli.Option.clone()
org.apache.commons.cli.Options.addOption(String,String)	org.apache.commons.cli.Options.addOption(String,String,boolean,String)
org.apache.commons.cli.CommandLine.getOptionValues(char)	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ParserTestCase.testAmbiguousPartialLongOption2()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.PatternOptionBuilderTest.testNumberPattern()	org.apache.commons.cli.CommandLine.getOptionObject(String)
org.apache.commons.cli.DefaultParser.handleShortAndLongOption(String)	org.apache.commons.cli.DefaultParser.handleLongOptionWithEqual(String)
org.apache.commons.cli.Options.getOptionGroup(Option)	org.apache.commons.cli.Option.getKey()
org.apache.commons.cli.Parser.updateRequiredOptions(Option)	org.apache.commons.cli.Options.getOptionGroup(Option)
org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.HelpFormatterTest.testRenderWrappedTextSingleLine()	org.apache.commons.cli.HelpFormatter.renderWrappedText(StringBuffer,int,int,String)
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional()	org.apache.commons.cli.Option.setOptionalArg(boolean)
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround1()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.OptionsTest.testHelpOptions()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testPropertyOverrideValues()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String,boolean)	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.Parser.processProperties(Properties)	org.apache.commons.cli.CommandLine.addOption(Option)
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.PatternOptionBuilderTest.testClassPattern()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.bug.BugsTest.test11458()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.OptionTest.testBuilderMethods()	org.apache.commons.cli.Option.Builder.valueSeparator(char)
org.apache.commons.cli.bug.BugsTest.test14786()	org.apache.commons.cli.OptionBuilder.isRequired()
org.apache.commons.cli.ParserTestCase.testAmbiguousLongWithoutEqualSingleDash()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.DefaultParser.handleProperties(Properties)	org.apache.commons.cli.OptionGroup.getSelected()
org.apache.commons.cli.ParserTestCase.testAmbiguousPartialLongOption4()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.DefaultParser.handleLongOptionWithEqual(String)	org.apache.commons.cli.Option.addValueForProcessing(String)
org.apache.commons.cli.ParserTestCase.testMultipleWithLong()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testLongWithEqualDoubleDash()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.ParserTestCase.testSingleDash()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.DefaultParser.parse(Options,String[],Properties,boolean)	org.apache.commons.cli.DefaultParser.checkRequiredOptions()
org.apache.commons.cli.DefaultParser.handleShortAndLongOption(String)	org.apache.commons.cli.Options.hasShortOption(String)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.PatternOptionBuilderTest.testNumberPattern()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.CommandLineTest.testGetOptionProperties()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.hasOptionalArgs()
org.apache.commons.cli.PatternOptionBuilderTest.testUntypedPattern()	org.apache.commons.cli.PatternOptionBuilder.parsePattern(String)
org.apache.commons.cli.OptionTest.checkOption(Option,String,String,String,int,String,boolean,boolean,char,Class<?>)	org.apache.commons.cli.Option.getArgName()
org.apache.commons.cli.HelpFormatterTest.testHelpWithLongOptSeparator()	org.apache.commons.cli.HelpFormatter.getLongOptSeparator()
org.apache.commons.cli.ValueTest.testShortOptionalArgValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.PosixParser.flatten(Options,String[],boolean)	org.apache.commons.cli.Option.getLongOpt()
org.apache.commons.cli.bug.BugsTest.test11456()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.Option.acceptsArg()	org.apache.commons.cli.Option.hasArgs()
org.apache.commons.cli.OptionGroupTest.testSingleOption()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.Options.getOption(String)	org.apache.commons.cli.Util.stripLeadingHyphens(String)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.CommandLine.getOptionProperties(String)	org.apache.commons.cli.Option.getOpt()
org.apache.commons.cli.ApplicationTest.testAnt()	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup()	org.apache.commons.cli.OptionGroup.getSelected()
org.apache.commons.cli.ParserTestCase.testLongWithEqualDoubleDash()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage()	org.apache.commons.cli.Option.setRequired(boolean)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.Parser.processArgs(Option,ListIterator<String>)	org.apache.commons.cli.Util.stripLeadingAndTrailingQuotes(String)
org.apache.commons.cli.ParserTestCase.testLongWithoutEqualSingleDash()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ParserTestCase.testSingleDash()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.bug.BugsTest.test15046()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testPropertyOptionSingularValue()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.ParserTestCase.testUnambiguousPartialLongOption2()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.ValuesTest.testCharSeparator()	org.apache.commons.cli.CommandLine.hasOption(char)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.DefaultParser.parse(Options,String[],Properties,boolean)	org.apache.commons.cli.DefaultParser.checkRequiredArgs()
org.apache.commons.cli.Option.Builder.hasArg()	org.apache.commons.cli.Option.Builder.hasArg(boolean)
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)
org.apache.commons.cli.bug.BugsTest.test31148()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testMultiple()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.HelpFormatter.printHelp(int,String,String,Options,String)	org.apache.commons.cli.HelpFormatter.printHelp(int,String,String,Options,String,boolean)
org.apache.commons.cli.OptionTest.testClone()	org.apache.commons.cli.Option.getValuesList()
org.apache.commons.cli.ParserTestCase.testAmbiguousLongWithoutEqualSingleDash()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.HelpFormatterTest.testPrintSortedUsageWithNullComparator()	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.ValueTest.testShortOptionalArgValue()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.CommandLine.getOptionValue(String)	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.bug.BugsTest.test11680()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.OptionGroupTest.testSingleLongOption()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.OptionGroupTest.testSingleOption()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testMultipleWithLong()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.bug.BugCLI148Test.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testLongWithoutEqualDoubleDash()	org.apache.commons.cli.CommandLineParser.parse(Options,String[],boolean)
org.apache.commons.cli.PatternOptionBuilderTest.testExistingFilePattern()	org.apache.commons.cli.CommandLine.getOptionObject(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.ParserTestCase.testStopBursting2()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.OptionBuilder.hasArgs(int)
org.apache.commons.cli.ParserTestCase.testShortWithoutEqual()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testSimpleLong()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.setLongOptPrefix(String)
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ParserTestCase.testPropertyOverrideValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testPropertyOptionRequired()	org.apache.commons.cli.OptionBuilder.create(String)
org.apache.commons.cli.OptionsTest.testHelpOptions()	org.apache.commons.cli.OptionBuilder.create(String)
org.apache.commons.cli.OptionsTest.testMissingOptionsException()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.DefaultParser.handleShortAndLongOption(String)	org.apache.commons.cli.DefaultParser.handleUnknownToken(String)
org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String,boolean)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,String)
org.apache.commons.cli.ParserTestCase.testPropertyOptionFlags()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.ParserTestCase.testLongWithoutEqualSingleDash()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.bug.BugsTest.test15046()	org.apache.commons.cli.CommandLine.getOptionValue(char)
org.apache.commons.cli.PosixParser.flatten(Options,String[],boolean)	org.apache.commons.cli.PosixParser.burstToken(String,boolean)
org.apache.commons.cli.ParserTestCase.testMultipleWithLong()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.ParserTestCase.testUnambiguousPartialLongOption3()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.HelpFormatterTest.testHelpWithLongOptSeparator()	org.apache.commons.cli.Option.Builder.desc(String)
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.CommandLine.getOptionValues(String)	org.apache.commons.cli.Option.getLongOpt()
org.apache.commons.cli.HelpFormatter.printOptions(PrintWriter,int,Options,int,int)	org.apache.commons.cli.HelpFormatter.renderOptions(StringBuffer,int,Options,int,int)
org.apache.commons.cli.HelpFormatterTest.testPrintOptions()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.HelpFormatterTest.testRenderWrappedTextMultiLine()	org.apache.commons.cli.HelpFormatter.renderWrappedText(StringBuffer,int,int,String)
org.apache.commons.cli.ValueTest.testLongOptionalArgValue()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParserTestCase.testUnlimitedArgs()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ApplicationTest.testAnt()	org.apache.commons.cli.OptionBuilder.withValueSeparator()
org.apache.commons.cli.bug.BugsTest.test15648()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.HelpFormatterTest.testOptionWithoutShortFormat()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.PatternOptionBuilderTest.testRequiredOption()	org.apache.commons.cli.PatternOptionBuilder.parsePattern(String)
org.apache.commons.cli.Option.toString()	org.apache.commons.cli.Option.hasArgs()
org.apache.commons.cli.ParserTestCase.testSimpleLong()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.ParserTestCase.testPropertyOptionFlags()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParserTestCase.testAmbiguousPartialLongOption4()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
