Caller	Callee
org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)
org.apache.commons.codec.binary.BinaryCodec.toAsciiString(byte[])	org.apache.commons.codec.binary.BinaryCodec.toAsciiChars(byte[])
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_HAILEY_HALLEY_SuccessfullyMatched()	org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(String,String)
org.apache.commons.codec.net.BCodec.encode(String)	org.apache.commons.codec.net.BCodec.getCharset()
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompareNameToSingleLetter_KARL_C_DoesNotMatch()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_KARL_ALESSANDRO_DoesNotMatch()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.createGenericApproxEncoder()	org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(NameType)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SEAN_SHAUN_SuccessfullyMatched()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.language.SoundexTest.testSimplifiedSoundex()	org.apache.commons.codec.language.Soundex.encode(String)
org.apache.commons.codec.digest.DigestUtils.md2(InputStream)	org.apache.commons.codec.digest.DigestUtils.digest(MessageDigest,InputStream)
org.apache.commons.codec.language.MetaphoneTest.testSetMaxLengthWithTruncation()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.binary.Base32OutputStreamTest.testBase32EmptyOutputStreamPemChunkSize()	org.apache.commons.codec.binary.Base32OutputStreamTest.testBase32EmptyOutputStream(int)
org.apache.commons.codec.binary.Base16Test.testObjectEncodeWithInvalidParameter()	org.apache.commons.codec.binary.BaseNCodec.encode(Object)
org.apache.commons.codec.digest.Crypt.crypt(byte[],String)	org.apache.commons.codec.digest.UnixCrypt.crypt(byte[],String)
org.apache.commons.codec.language.AbstractCaverphone.isEncodeEqual(String,String)	org.apache.commons.codec.StringEncoder.encode(String)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_5_Returns4_Successfully()	org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(int)
org.apache.commons.codec.binary.BinaryCodec.fromAscii(byte[])	org.apache.commons.codec.binary.BinaryCodec.isEmpty(byte[])
org.apache.commons.codec.language.Caverphone1Test.testSpecificationV1Examples()	org.apache.commons.codec.StringEncoderAbstractTest.checkEncodings(String[][])
org.apache.commons.codec.language.DoubleMetaphone.handleS(String,DoubleMetaphoneResult,int,boolean)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(char)
org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)
org.apache.commons.codec.net.URLCodecTest.testEncodeObjects()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.language.bm.Rule.getInstanceMap(NameType,RuleType,LanguageSet)	org.apache.commons.codec.language.bm.Languages.LanguageSet.isSingleton()
org.apache.commons.codec.binary.Base16Test.testObjectEncode()	org.apache.commons.codec.binary.BaseNCodec.encode(byte[])
org.apache.commons.codec.digest.DigestUtils.sha512_224Hex(String)	org.apache.commons.codec.digest.DigestUtils.sha512_224(String)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_Surname_MOSKOWITZ_MOSKOVITZ_SuccessfullyMatched()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.digest.DigestUtils.md2Hex(String)	org.apache.commons.codec.digest.DigestUtils.md2(String)
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptExplicitCall()	org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String)
org.apache.commons.codec.digest.Blake3.doFinalize(byte[])	org.apache.commons.codec.digest.Blake3.doFinalize(byte[],int,int)
org.apache.commons.codec.digest.DigestUtils.md2(byte[])	org.apache.commons.codec.digest.DigestUtils.getMd2Digest()
org.apache.commons.codec.binary.Base64Test.testChunkedEncodeMultipleOf76()	org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean)
org.apache.commons.codec.net.RFC1522Codec.decodeText(String)	org.apache.commons.codec.binary.StringUtils.getBytesUsAscii(String)
org.apache.commons.codec.binary.Base64InputStreamTest.testBase64EmptyInputStream(int)	org.apache.commons.codec.binary.Base64InputStreamTest.testByChunk(byte[],byte[],int,byte[])
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetFirstLast3__ALEXANDER_Returns_Aleder()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.net.URLCodec.decode(String,String)	org.apache.commons.codec.binary.StringUtils.getBytesUsAscii(String)
org.apache.commons.codec.binary.Base16Test.testBase16InBuffer(int,int)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testUTF8RoundTrip()	org.apache.commons.codec.net.QuotedPrintableCodecTest.constructString(int[])
org.apache.commons.codec.digest.HmacUtilsTest.testSha384HMacFail()	org.apache.commons.codec.digest.HmacUtils.hmacSha384(byte[],byte[])
org.apache.commons.codec.binary.Base16InputStreamTest.testRead0()	org.apache.commons.codec.binary.BaseNCodecInputStream.read(byte[],int,int)
org.apache.commons.codec.binary.Base64Test.testEncodeDecode(String)	org.apache.commons.codec.binary.Base64.decodeBase64(String)
org.apache.commons.codec.binary.Base16InputStreamTest.testByChunk(byte[],byte[],boolean)	org.apache.commons.codec.binary.BaseNTestData.streamToBytes(InputStream)
org.apache.commons.codec.binary.StringUtils.newStringIso8859_1(byte[])	org.apache.commons.codec.binary.StringUtils.newString(byte[],Charset)
org.apache.commons.codec.digest.DigestUtils.sha512_256(String)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.net.BCodec.doDecoding(byte[])	org.apache.commons.codec.binary.BaseNCodec.decode(byte[])
org.apache.commons.codec.binary.Base64.decode(byte[],int,int,Context)	org.apache.commons.codec.binary.BaseNCodec.ensureBufferSize(int,Context)
org.apache.commons.codec.binary.Base64Test.testSingletonsChunked()	org.apache.commons.codec.binary.Base64.encodeBase64Chunked(byte[])
org.apache.commons.codec.digest.DigestUtilsTest.testSha384HexInputStream()	org.apache.commons.codec.digest.DigestUtils.sha384Hex(InputStream)
org.apache.commons.codec.binary.HexTest.testEncodeHexByteBufferHelloWorldUpperCaseHex()	org.apache.commons.codec.binary.Hex.encodeHex(ByteBuffer)
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.setUp()	org.apache.commons.codec.digest.DigestUtilsTest.setUp()
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testisEncodeEqualsSecondNameJust1Letter_ReturnsFalse()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.digest.XXHash32Test.verifyChecksum()	org.apache.commons.codec.digest.XXHash32Test.toByteArray(InputStream)
org.apache.commons.codec.digest.DigestUtils.sha512Hex(InputStream)	org.apache.commons.codec.binary.Hex.encodeHexString(byte[])
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testAccentRemoval_MixedWithUnusualChars_SuccessfullyRemovedAndUnusualcharactersInvariant()	org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(String)
org.apache.commons.codec.digest.DigestUtils.md5(String)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.binary.Base64InputStreamTest.testAvailable()	org.apache.commons.codec.binary.BaseNCodecInputStream.skip(long)
org.apache.commons.codec.digest.DigestUtils.shaHex(byte[])	org.apache.commons.codec.digest.DigestUtils.sha1Hex(byte[])
org.apache.commons.codec.digest.DigestUtilsTest.testSha512_256()	org.apache.commons.codec.digest.DigestUtils.sha512_256(byte[])
org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(String)	org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(String)
org.apache.commons.codec.binary.Base32OutputStreamTest.testBase32OutputStreamByChunk()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.digest.HmacUtilsTest.testGetHMac()	org.apache.commons.codec.digest.HmacUtils.getHmacSha256(byte[])
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testAsciiEncodeNotEmpty1Letter()	org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.createGenericApproxEncoder()
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqual1()	org.apache.commons.codec.language.MetaphoneTest.assertMetaphoneEqual(String[][])
org.apache.commons.codec.digest.DigestUtils.sha512_224Hex(InputStream)	org.apache.commons.codec.digest.DigestUtils.sha512_224(InputStream)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testUnsafeEncodeDecode()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)
org.apache.commons.codec.digest.DigestUtilsTest.testMd2Hex()	org.apache.commons.codec.digest.DigestUtils.md2Hex(InputStream)
org.apache.commons.codec.digest.DigestUtils.sha3_512(String)	org.apache.commons.codec.digest.DigestUtils.sha3_512(byte[])
org.apache.commons.codec.binary.HexTest.testDecodeBadCharacterPos0()	org.apache.commons.codec.binary.Hex.decode(Object)
org.apache.commons.codec.net.URLCodecTest.testDecodeObjects()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.language.Soundex.difference(String,String)	org.apache.commons.codec.language.SoundexUtils.difference(StringEncoder,String,String)
org.apache.commons.codec.language.bm.Rule.createScanner(NameType,RuleType,String)	org.apache.commons.codec.Resources.getInputStream(String)
org.apache.commons.codec.language.NysiisTest.testRule4Dot2()	org.apache.commons.codec.language.NysiisTest.assertEncodings()
org.apache.commons.codec.net.URLCodecTest.testDecodeWithNullArray()	org.apache.commons.codec.net.URLCodec.decodeUrl(byte[])
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptExplicitCallThreadLocalRandom()	org.apache.commons.codec.digest.Sha2Crypt.sha512Crypt(byte[],String,Random)
org.apache.commons.codec.binary.Hex.encode(byte[])	org.apache.commons.codec.binary.Hex.getCharset()
org.apache.commons.codec.language.Metaphone.metaphone(String)	org.apache.commons.codec.language.Metaphone.isPreviousChar(StringBuilder,int,char)
org.apache.commons.codec.digest.DigestUtilsTest.testSha224_FileAsHex()	org.apache.commons.codec.digest.DigestUtils.digestAsHex(byte[])
org.apache.commons.codec.digest.MurmurHash3.hash128x64(byte[])	org.apache.commons.codec.digest.MurmurHash3.hash128x64(byte[],int,int,int)
org.apache.commons.codec.binary.Base16InputStreamTest.testRead0()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.digest.MurmurHash3Test.testHash128WithOffsetLengthAndNegativeSeed()	org.apache.commons.codec.digest.MurmurHash3.hash128(byte[],int,int,int)
org.apache.commons.codec.digest.UnixCrypt.crypt(String)	org.apache.commons.codec.digest.UnixCrypt.crypt(byte[])
org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(Object)	org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(String)
org.apache.commons.codec.language.bm.PhoneticEngine.encode(String,LanguageSet)	org.apache.commons.codec.language.bm.Rule.getInstanceMap(NameType,RuleType,String)
org.apache.commons.codec.binary.Base64InputStreamTest.testRead0()	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.digest.HmacUtilsTest.testInitializedMacNullKey()	org.apache.commons.codec.digest.HmacUtils.getInitializedMac(HmacAlgorithms,byte[])
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.getMaxCodeLen()
org.apache.commons.codec.language.MetaphoneTest.testWordsWithCIA()	org.apache.commons.codec.language.Metaphone.metaphone(String)
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)	org.apache.commons.codec.language.DoubleMetaphone.handleH(String,DoubleMetaphoneResult,int)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_Space_to_Nothing()	org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(String)
org.apache.commons.codec.digest.DigestUtilsTest.testShaUpdateWithByteArray()	org.apache.commons.codec.binary.Hex.encodeHexString(byte[])
org.apache.commons.codec.net.URLCodecTest.testEncodeUrlWithNullBitSet()	org.apache.commons.codec.net.URLCodec.decode(String)
org.apache.commons.codec.language.bm.Rule.parseRules(Scanner,String)	org.apache.commons.codec.language.bm.Rule.parseRules(Scanner,String)
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(String,String)	org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(String)
org.apache.commons.codec.binary.Base32InputStreamTest.testSkipNone()	org.apache.commons.codec.binary.BaseNCodecInputStream.skip(long)
org.apache.commons.codec.digest.DigestUtils.sha3_256Hex(byte[])	org.apache.commons.codec.binary.Hex.encodeHexString(byte[])
org.apache.commons.codec.digest.MurmurHash3Test.testHash64InNotEqualToHash128()	org.apache.commons.codec.digest.MurmurHash3.hash64(byte[])
org.apache.commons.codec.net.QuotedPrintableCodecTest.testEncodeUrlWithNullBitSet()	org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)
org.apache.commons.codec.digest.MurmurHash3.hash32x86(byte[])	org.apache.commons.codec.digest.MurmurHash3.hash32x86(byte[],int,int,int)
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.hashCode()	org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.toString()
org.apache.commons.codec.digest.Crypt.crypt(byte[],String)	org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String)
org.apache.commons.codec.binary.Base32Test.testBase32InBuffer(int,int)	org.apache.commons.codec.binary.StringUtils.newStringUtf8(byte[])
org.apache.commons.codec.binary.Base64OutputStreamTest.testCodec98NPE()	org.apache.commons.codec.binary.StringUtils.newStringUtf8(byte[])
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetEncoding_One_Letter_to_Nothing()	org.apache.commons.codec.language.MatchRatingApproachEncoder.encode(String)
org.apache.commons.codec.language.MetaphoneTest.testIsMetaphoneEqualAlbert()	org.apache.commons.codec.language.MetaphoneTest.assertIsMetaphoneEqual(String,String[])
org.apache.commons.codec.language.MetaphoneTest.assertMetaphoneEqual(String[][])	org.apache.commons.codec.language.MetaphoneTest.validateFixture(String[][])
org.apache.commons.codec.binary.Base64Test.testBase64DecodingOfTrailing18Bits()	org.apache.commons.codec.binary.Base64Test.assertBase64DecodingOfTrailingBits(int)
org.apache.commons.codec.language.ColognePhonetic.encode(Object)	org.apache.commons.codec.language.ColognePhonetic.encode(String)
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextChar()	org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextPos()
org.apache.commons.codec.language.DoubleMetaphoneTest.testNTilde()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.cli.Digest.run()	org.apache.commons.codec.cli.Digest.run(String,MessageDigest)
org.apache.commons.codec.binary.HexTest.testEncodeHexByteString_ByteBufferWithLimitBoolean_ToUpperCase()	org.apache.commons.codec.binary.Hex.encodeHexString(ByteBuffer,boolean)
org.apache.commons.codec.net.URLCodec.encode(String)	org.apache.commons.codec.net.URLCodec.getDefaultCharset()
org.apache.commons.codec.net.URLCodec.encode(Object)	org.apache.commons.codec.net.URLCodec.encode(String)
org.apache.commons.codec.digest.PureJavaCrc32Test.testCorrectness()	org.apache.commons.codec.digest.PureJavaCrc32Test.checkSame()
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testgetMinRating_5_Returns4_Successfully()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder.makeString()	org.apache.commons.codec.language.bm.Rule.Phoneme.getPhonemeText()
org.apache.commons.codec.digest.MurmurHash3Test.testHash32WithOffsetLengthAndSeed()	org.apache.commons.codec.digest.MurmurHash3.hash32(byte[],int,int,int)
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualExtended3()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.language.bm.BeiderMorseEncoder.getNameType()	org.apache.commons.codec.language.bm.PhoneticEngine.getNameType()
org.apache.commons.codec.digest.DigestUtilsTest.testSha3_256HexInputStream()	org.apache.commons.codec.digest.DigestUtils.sha3_256Hex(InputStream)
org.apache.commons.codec.net.PercentCodecTest.testBasicEncodeDecode()	org.apache.commons.codec.net.PercentCodec.encode(byte[])
org.apache.commons.codec.binary.Base32.decode(byte[],int,int,Context)	org.apache.commons.codec.binary.Base32.validateCharacter(long,Context)
org.apache.commons.codec.digest.DigestUtilsTest.testMd5HexLengthForBytes()	org.apache.commons.codec.digest.DigestUtils.md5Hex(byte[])
org.apache.commons.codec.digest.DigestUtils.sha3_256(InputStream)	org.apache.commons.codec.digest.DigestUtils.digest(MessageDigest,InputStream)
org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)	org.apache.commons.codec.language.DoubleMetaphone.isVowel(char)
org.apache.commons.codec.binary.Base32Test.testBase32Samples()	org.apache.commons.codec.binary.BaseNCodec.encodeAsString(byte[])
org.apache.commons.codec.binary.Base64Test.testDecodeEncode(String)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.binary.HexTest.testEncodeHexByteBufferEmpty()	org.apache.commons.codec.binary.HexTest.allocate(int)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_1_Returns5_Successfully()	org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(int)
org.apache.commons.codec.binary.StringUtilsTest.testGetBytesUsAscii()	org.apache.commons.codec.binary.StringUtilsTest.testGetBytesUnchecked(String)
org.apache.commons.codec.binary.Base16Test.testEmptyBase16()	org.apache.commons.codec.binary.BaseNCodec.decode(byte[])
org.apache.commons.codec.language.NysiisTest.testBran()	org.apache.commons.codec.language.NysiisTest.encodeAll(String[],String)
org.apache.commons.codec.net.URLCodecTest.testDefaultEncoding()	org.apache.commons.codec.net.URLCodec.encode(String)
org.apache.commons.codec.net.QCodecTest.testLetUsMakeCloverHappy()	org.apache.commons.codec.net.QCodec.isEncodeBlanks()
org.apache.commons.codec.digest.MurmurHash3.hash128(String)	org.apache.commons.codec.digest.MurmurHash3.hash128(byte[],int,int,int)
org.apache.commons.codec.digest.DigestUtils.sha3_512(String)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestFile()	org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.digestTestData()
org.apache.commons.codec.digest.DigestUtils.shaHex(InputStream)	org.apache.commons.codec.digest.DigestUtils.sha1Hex(InputStream)
org.apache.commons.codec.binary.Base32Test.testRandomBytes()	org.apache.commons.codec.binary.BaseNTestData.randomData(BaseNCodec,int)
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.encode(String)	org.apache.commons.codec.language.DaitchMokotoffSoundex.encode(String)
org.apache.commons.codec.language.Caverphone1Test.testWikipediaExamples()	org.apache.commons.codec.StringEncoderAbstractTest.checkEncodings(String[][])
org.apache.commons.codec.binary.Base16Test.testStringToByteVariations()	org.apache.commons.codec.binary.BaseNCodec.decode(Object)
org.apache.commons.codec.language.bm.Rule.parseRules(Scanner,String)	org.apache.commons.codec.language.bm.Rule.createScanner(String)
org.apache.commons.codec.digest.Crypt.crypt(String)	org.apache.commons.codec.digest.Crypt.crypt(String,String)
org.apache.commons.codec.binary.Base32Test.testBase32DecodingOfTrailing15Bits()	org.apache.commons.codec.binary.Base32Test.assertBase32DecodingOfTrailingBits(int)
org.apache.commons.codec.binary.Base32Test.testBase32Chunked()	org.apache.commons.codec.binary.BaseNCodec.encodeAsString(byte[])
org.apache.commons.codec.digest.Blake3TestVectorsTest.hashTruncatedOutput()	org.apache.commons.codec.digest.Blake3.hash(byte[])
org.apache.commons.codec.digest.HmacUtils.hmacHex(InputStream)	org.apache.commons.codec.binary.Hex.encodeHexString(byte[])
org.apache.commons.codec.binary.Base64Test.testBase64InBuffer(int,int)	org.apache.commons.codec.binary.StringUtils.getBytesUtf8(String)
org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.doBench(List<Class<Checksum>>,PrintStream)	org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.doBench(Class<Checksum>,int,byte[],int)
org.apache.commons.codec.language.Nysiis.nysiis(String)	org.apache.commons.codec.language.Nysiis.isStrict()
org.apache.commons.codec.binary.BinaryCodecTest.testToAsciiBytes()	org.apache.commons.codec.binary.BinaryCodec.toAsciiBytes(byte[])
org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest.encode(Map<String, String>,boolean,String)	org.apache.commons.codec.language.bm.PhoneticEngine.encode(String,LanguageSet)
org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder.append(CharSequence)	org.apache.commons.codec.language.bm.Rule.Phoneme.append(CharSequence)
org.apache.commons.codec.net.PercentCodecTest.testBasicSpace()	org.apache.commons.codec.net.PercentCodec.encode(byte[])
org.apache.commons.codec.digest.Blake3.initKeyDerivationFunction(byte[])	org.apache.commons.codec.digest.Blake3.EngineState.inputData(byte[],int,int)
org.apache.commons.codec.binary.Base32InputStreamTest.testAvailable()	org.apache.commons.codec.binary.BaseNCodecInputStream.skip(long)
org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(String,String)	org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(String)
org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random)	org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder)
org.apache.commons.codec.binary.Hex.encodeHex(byte[])	org.apache.commons.codec.binary.Hex.encodeHex(byte[],boolean)
org.apache.commons.codec.language.MetaphoneTest.testDiscardOfSCEOrSCIOrSCY()	org.apache.commons.codec.language.Metaphone.metaphone(String)
org.apache.commons.codec.binary.Base64Test.testCodeInteger1()	org.apache.commons.codec.binary.Base64.decodeInteger(byte[])
org.apache.commons.codec.binary.Base16OutputStreamTest.testBase16OutputStreamByChunk()	org.apache.commons.codec.binary.Base16OutputStreamTest.testByChunk(byte[],byte[])
org.apache.commons.codec.binary.Base32InputStreamTest.testStrictDecoding()	org.apache.commons.codec.binary.BaseNTestData.streamToBytes(InputStream)
org.apache.commons.codec.binary.StringUtilsTest.testNewStringUtf16Be()	org.apache.commons.codec.binary.StringUtilsTest.testNewString(String)
org.apache.commons.codec.language.DoubleMetaphoneTest.testIsDoubleMetaphoneEqualExtended3()	org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(String,String,boolean)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_SMITH_SMYTH_SuccessfullyMatched()	org.apache.commons.codec.language.MatchRatingApproachEncoder.isEncodeEquals(String,String)
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestByteArray()	org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.digestTestData()
org.apache.commons.codec.binary.Base16InputStreamTest.testReadNull()	org.apache.commons.codec.binary.BaseNCodecInputStream.read(byte[],int,int)
org.apache.commons.codec.net.QuotedPrintableCodecTest.testSafeCharEncodeDecode()	org.apache.commons.codec.net.QuotedPrintableCodec.encode(String)
org.apache.commons.codec.net.QCodec.decode(String)	org.apache.commons.codec.net.RFC1522Codec.decodeText(String)
org.apache.commons.codec.digest.DigestUtilsTest.testDigestAs()	org.apache.commons.codec.digest.DigestUtils.digestAsHex(byte[])
org.apache.commons.codec.binary.Base64Test.testNonBase64Test()	org.apache.commons.codec.binary.BaseNCodec.decode(byte[])
org.apache.commons.codec.binary.Base64InputStreamTest.testSkipBig()	org.apache.commons.codec.binary.BaseNCodecInputStream.read()
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testGetMinRating_13_Returns_1_Successfully()	org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(int)
org.apache.commons.codec.binary.HexTest.testEncodeByteArrayEmpty()	org.apache.commons.codec.binary.Hex.encode(byte[])
org.apache.commons.codec.digest.HmacUtils.hmacMd5(byte[],InputStream)	org.apache.commons.codec.digest.HmacUtils.hmac(InputStream)
org.apache.commons.codec.net.URLCodecTest.testDecodeInvalid()	org.apache.commons.codec.net.URLCodecTest.validateState(URLCodec)
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest.testOOM()	org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(String)
org.apache.commons.codec.digest.MurmurHash3.hash64(byte[],int,int)	org.apache.commons.codec.digest.MurmurHash3.hash64(byte[],int,int,int)
org.apache.commons.codec.language.MatchRatingApproachEncoderTest.testCompare_LongSurnames_MORIARTY_OMUIRCHEARTAIGH_DoesNotSuccessfulMatch()	org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()
org.apache.commons.codec.binary.Base64Test.assertBase64DecodingOfTrailingBits(int)	org.apache.commons.codec.binary.BaseNCodec.isStrictDecoding()
org.apache.commons.codec.digest.Blake3.doFinalize(int)	org.apache.commons.codec.digest.Blake3.doFinalize(byte[])
org.apache.commons.codec.net.BCodec.encode(String,String)	org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)
